number,opened_at,priority,state,assignment_group,assignee,cmdb_ci_class,short_description,ttc_hours,closed_at,sla_breach
INC104972,2025-09-12,3 - Moderate,In Progress,HR Tech,user401,cmdb_ci_network,Network latency issues,23.76804518194912,2025-09-12 23:46:04.962655016,0
INC104973,2025-09-10,3 - Moderate,Resolved,IT Support,user360,cmdb_ci_server,User cannot access ServiceNow,7.749293568105618,2025-09-10 07:44:57.456845180,0
INC104974,2025-09-14,3 - Moderate,In Progress,HR Tech,user439,cmdb_ci_app,User cannot access ServiceNow,3.707085871641652,2025-09-14 03:42:25.509137909,0
INC104975,2025-03-28,1 - Critical,New,HR Tech,user277,cmdb_ci_db_instance,Network latency issues,4.377005647377825,2025-03-28 04:22:37.220330560,0
INC104976,2025-03-31,2 - High,Resolved,HR Tech,user438,cmdb_ci_network,Application error 500,4.552523573839952,2025-03-31 04:33:09.084865823,0
INC104977,2025-08-25,1 - Critical,Resolved,IT Support,user559,cmdb_ci_network,Password reset requested,19.748591209983143,2025-08-25 19:44:54.928355939,1
INC104978,2025-03-11,4 - Low,Resolved,Network,user097,cmdb_ci_db_instance,User cannot access ServiceNow,22.633050180340675,2025-03-11 22:37:58.980649226,0
INC104979,2025-02-13,4 - Low,In Progress,App Dev,user143,cmdb_ci_app,User cannot access ServiceNow,1.949454280352608,2025-02-13 01:56:58.035409269,0
INC104980,2025-07-19,4 - Low,Closed,App Dev,user224,cmdb_ci_db_instance,Application error 500,2.895441457994807,2025-07-19 02:53:43.589248781,0
INC104981,2025-06-01,4 - Low,Closed,Network,user315,cmdb_ci_server,Network latency issues,3.2147088071660224,2025-06-01 03:12:52.951705797,0
INC104982,2025-03-27,2 - High,On Hold,HR Tech,user029,cmdb_ci_server,User cannot access ServiceNow,4.777672624557169,,0
INC104983,2025-01-19,3 - Moderate,Canceled,Network,user523,cmdb_ci_network,Network latency issues,25.4864568597536,2025-01-20 01:29:11.244695112,1
INC104984,2025-04-11,4 - Low,In Progress,Security,user029,cmdb_ci_server,Slow database performance,23.46214670208372,2025-04-11 23:27:43.728127501,0
INC104985,2025-04-05,4 - Low,On Hold,Security,user371,cmdb_ci_app,Email down,7.431409434264934,2025-04-05 07:25:53.073963353,0
INC104986,2025-09-11,1 - Critical,Closed,IT Support,user598,cmdb_ci_network,Password reset requested,5.264458040320006,2025-09-11 05:15:52.048945152,0
INC104987,2025-01-30,3 - Moderate,On Hold,IT Support,user345,cmdb_ci_db_instance,User cannot access ServiceNow,0.989305613519039,,0
INC104988,2025-09-06,1 - Critical,On Hold,Security,user341,cmdb_ci_server,Laptop will not boot,8.653042584962465,2025-09-06 08:39:10.953305864,0
INC104989,2025-02-02,2 - High,New,Network,user472,cmdb_ci_app,VPN unstable,7.964995474805773,2025-02-02 07:57:53.983709300,0
INC104990,2025-08-17,3 - Moderate,In Progress,IT Support,user568,cmdb_ci_app,Application error 500,2.6071646096733385,2025-08-17 02:36:25.792594824,0
INC104991,2025-01-12,4 - Low,In Progress,Network,user181,cmdb_ci_network,VPN unstable,9.947938208679048,2025-01-12 09:56:52.577551244,0
INC104992,2025-04-28,3 - Moderate,Resolved,IT Support,user515,cmdb_ci_db_instance,Password reset requested,14.016288762020746,2025-04-28 14:00:58.639543274,0
INC104993,2025-06-04,3 - Moderate,In Progress,App Dev,user525,cmdb_ci_db_instance,Password reset requested,2.5751090777253025,2025-06-04 02:34:30.392679811,0
INC104994,2025-09-03,3 - Moderate,New,Network,user422,cmdb_ci_network,Application error 500,4.9940480333283706,2025-09-03 04:59:38.572919982,0
INC104995,2025-09-04,4 - Low,On Hold,Security,user376,cmdb_ci_network,VPN unstable,13.542865041126053,2025-09-04 13:32:34.314148053,0
INC104996,2025-01-29,2 - High,Resolved,Security,user407,cmdb_ci_network,Email down,4.181122971744361,2025-01-29 04:10:52.042698279,0
INC104997,2025-06-10,3 - Moderate,Resolved,IT Support,user457,cmdb_ci_db_instance,User cannot access ServiceNow,4.824096596655171,2025-06-10 04:49:26.747747958,0
INC104998,2025-08-23,2 - High,Closed,Network,user497,cmdb_ci_app,Email down,5.085825707642925,2025-08-23 05:05:08.972547514,0
INC104999,2025-07-09,3 - Moderate,On Hold,HR Tech,user056,cmdb_ci_db_instance,User cannot access ServiceNow,10.273579925602478,2025-07-09 10:16:24.887732168,0
INC105000,2025-04-27,1 - Critical,In Progress,Security,user265,cmdb_ci_server,Email down,15.342152752978782,,1
INC105001,2025-09-28,4 - Low,Resolved,Security,user123,cmdb_ci_db_instance,Laptop will not boot,20.83150397579393,2025-09-28 20:49:53.414312858,0
INC105002,2025-09-15,1 - Critical,New,Network,user378,cmdb_ci_db_instance,Network latency issues,14.604661508189242,,1
INC105003,2025-06-29,2 - High,Resolved,Network,user339,cmdb_ci_server,Laptop will not boot,7.3752226606184195,2025-06-29 07:22:30.801578226,0
INC105004,2025-06-21,3 - Moderate,In Progress,IT Support,user227,cmdb_ci_network,Email down,11.554254934798976,,0
INC105005,2025-10-01,3 - Moderate,On Hold,HR Tech,user476,cmdb_ci_server,Email down,2.4095256647016665,2025-10-01 02:24:34.292392926,0
INC105006,2025-09-16,3 - Moderate,In Progress,Security,user156,cmdb_ci_network,Application error 500,27.62522036529887,,1
INC105007,2025-05-15,2 - High,In Progress,Network,user079,cmdb_ci_server,Email down,3.84807162148272,2025-05-15 03:50:53.057837337,0
INC105008,2025-06-20,1 - Critical,In Progress,Security,user275,cmdb_ci_server,Password reset requested,10.962936278382507,2025-06-20 10:57:46.570602177,0
INC105009,2025-07-29,4 - Low,In Progress,HR Tech,user353,cmdb_ci_network,Network latency issues,8.273534059262218,2025-07-29 08:16:24.722613343,0
INC105010,2025-08-24,3 - Moderate,Closed,App Dev,user220,cmdb_ci_server,Laptop will not boot,2.178203006093085,2025-08-24 02:10:41.530821935,0
INC105011,2025-07-05,4 - Low,Closed,App Dev,user260,cmdb_ci_app,Network latency issues,3.866744026525521,2025-07-05 03:52:00.278495491,0
INC105012,2025-04-05,3 - Moderate,Resolved,HR Tech,user431,cmdb_ci_server,Password reset requested,16.019023360495915,2025-04-05 16:01:08.484097785,0
INC105013,2025-01-11,4 - Low,Closed,Network,user415,cmdb_ci_db_instance,User cannot access ServiceNow,6.678163120548143,2025-01-11 06:40:41.387233973,0
INC105014,2025-03-09,3 - Moderate,Resolved,App Dev,user389,cmdb_ci_network,Application error 500,3.3286151956605936,2025-03-09 03:19:43.014704378,0
INC105015,2025-07-29,3 - Moderate,In Progress,Network,user124,cmdb_ci_network,Email down,5.9289328540137936,2025-07-29 05:55:44.158274449,0
INC105016,2025-07-15,4 - Low,Resolved,IT Support,user289,cmdb_ci_network,Laptop will not boot,3.327360818187961,,0
INC105017,2025-04-08,2 - High,In Progress,Security,user304,cmdb_ci_app,Application error 500,4.782749811344072,2025-04-08 04:46:57.899320838,0
INC105018,2025-04-03,3 - Moderate,Resolved,IT Support,user160,cmdb_ci_db_instance,User cannot access ServiceNow,1.7117935002859288,2025-04-03 01:42:42.456601029,0
INC105019,2025-01-22,3 - Moderate,New,App Dev,user382,cmdb_ci_server,Application error 500,7.37215143264286,2025-01-22 07:22:19.745157514,0
INC105020,2025-06-21,3 - Moderate,Closed,App Dev,user112,cmdb_ci_db_instance,Slow database performance,8.215520376505912,2025-06-21 08:12:55.873355421,0
INC105021,2025-05-14,3 - Moderate,Resolved,Network,user226,cmdb_ci_network,Password reset requested,4.844336192206353,2025-05-14 04:50:39.610291942,0
INC105022,2025-01-25,2 - High,New,App Dev,user488,cmdb_ci_db_instance,VPN unstable,15.966685726039282,2025-01-25 15:58:00.068613741,1
INC105023,2025-07-04,1 - Critical,Closed,Network,user559,cmdb_ci_network,Network latency issues,5.0753994798994855,,0
INC105024,2025-03-26,1 - Critical,Closed,HR Tech,user361,cmdb_ci_network,Application error 500,6.674777759651298,2025-03-26 06:40:29.199934744,0
INC105025,2025-02-24,4 - Low,Closed,App Dev,user163,cmdb_ci_app,User cannot access ServiceNow,4.609174206231704,2025-02-24 04:36:33.027142434,0
INC105026,2025-09-08,4 - Low,Closed,HR Tech,user047,cmdb_ci_network,User cannot access ServiceNow,5.468953251263325,,0
INC105027,2025-05-24,2 - High,Resolved,HR Tech,user338,cmdb_ci_db_instance,Application error 500,11.895639168508009,2025-05-24 11:53:44.301006628,0
INC105028,2025-06-16,2 - High,In Progress,Security,user273,cmdb_ci_app,Network latency issues,2.4824554578243774,2025-06-16 02:28:56.839648167,0
INC105029,2025-08-12,1 - Critical,In Progress,Network,user055,cmdb_ci_db_instance,Application error 500,9.879925175128442,2025-08-12 09:52:47.730630462,0
INC105030,2025-08-08,2 - High,In Progress,HR Tech,user267,cmdb_ci_db_instance,Laptop will not boot,4.154901047217313,2025-08-08 04:09:17.643769982,0
INC105031,2025-06-28,3 - Moderate,In Progress,Security,user545,cmdb_ci_server,User cannot access ServiceNow,2.5858357319478014,2025-06-28 02:35:09.008635012,0
INC105032,2025-04-29,2 - High,In Progress,App Dev,user320,cmdb_ci_db_instance,Laptop will not boot,5.611163394571602,2025-04-29 05:36:40.188220457,0
INC105033,2025-09-22,4 - Low,Resolved,App Dev,user058,cmdb_ci_app,Email down,19.705462068695084,,0
INC105034,2025-05-30,3 - Moderate,In Progress,HR Tech,user274,cmdb_ci_server,VPN unstable,10.885930564078365,2025-05-30 10:53:09.350030682,0
INC105035,2025-08-03,2 - High,In Progress,App Dev,user334,cmdb_ci_network,Email down,5.51338600511636,2025-08-03 05:30:48.189618418,0
INC105036,2025-07-16,3 - Moderate,Resolved,Network,user123,cmdb_ci_server,Email down,3.441806752995286,2025-07-16 03:26:30.504310783,0
INC105037,2025-02-11,3 - Moderate,New,App Dev,user555,cmdb_ci_server,VPN unstable,22.92836744719496,2025-02-11 22:55:42.122809901,0
INC105038,2025-02-22,2 - High,In Progress,IT Support,user148,cmdb_ci_server,Slow database performance,8.976395652701328,,0
INC105039,2025-09-08,3 - Moderate,In Progress,App Dev,user313,cmdb_ci_server,Password reset requested,7.56986039790399,2025-09-08 07:34:11.497432454,0
INC105040,2025-10-22,2 - High,In Progress,HR Tech,user210,cmdb_ci_db_instance,Laptop will not boot,10.665371128825193,2025-10-22 10:39:55.336063770,0
INC105041,2025-09-28,2 - High,Closed,Security,user274,cmdb_ci_server,Password reset requested,11.460414856153877,2025-09-28 11:27:37.493482153,0
INC105042,2025-05-03,2 - High,Resolved,Network,user145,cmdb_ci_db_instance,Password reset requested,5.022262192341048,,0
INC105043,2025-09-23,4 - Low,In Progress,Network,user374,cmdb_ci_db_instance,Email down,13.015615939590024,2025-09-23 13:00:56.217382524,0
INC105044,2025-01-29,3 - Moderate,In Progress,Security,user356,cmdb_ci_network,Network latency issues,2.091400574994242,2025-01-29 02:05:29.042069979,0
INC105045,2025-02-04,3 - Moderate,In Progress,Network,user551,cmdb_ci_db_instance,User cannot access ServiceNow,11.115860697799798,2025-02-04 11:06:57.098512079,0
INC105046,2025-01-06,4 - Low,Resolved,HR Tech,user464,cmdb_ci_app,Email down,5.279457718465021,2025-01-06 05:16:46.047786474,0
INC105047,2025-04-21,2 - High,Closed,HR Tech,user167,cmdb_ci_network,Network latency issues,16.303167382089978,2025-04-21 16:18:11.402575523,1
INC105048,2025-10-21,4 - Low,On Hold,Security,user344,cmdb_ci_network,Email down,4.994296842700084,2025-10-21 04:59:39.468633720,0
INC105049,2025-03-18,3 - Moderate,Resolved,HR Tech,user149,cmdb_ci_db_instance,Network latency issues,14.37339767980998,2025-03-18 14:22:24.231647315,0
INC105050,2025-05-27,3 - Moderate,In Progress,IT Support,user285,cmdb_ci_db_instance,Slow database performance,9.179067502367532,2025-05-27 09:10:44.643008523,0
INC105051,2025-03-08,4 - Low,Resolved,HR Tech,user354,cmdb_ci_server,Email down,12.657977097543098,2025-03-08 12:39:28.717551155,0
INC105052,2025-01-08,3 - Moderate,In Progress,Network,user261,cmdb_ci_db_instance,User cannot access ServiceNow,7.693432949794567,,0
INC105053,2025-05-02,4 - Low,In Progress,Security,user172,cmdb_ci_server,VPN unstable,1.4832132115957306,,0
INC105054,2025-06-24,4 - Low,On Hold,IT Support,user190,cmdb_ci_app,Email down,15.521506043816784,2025-06-24 15:31:17.421757740,0
INC105055,2025-06-28,2 - High,In Progress,HR Tech,user113,cmdb_ci_network,User cannot access ServiceNow,16.20000593805119,,1
INC105056,2025-03-26,2 - High,Resolved,IT Support,user495,cmdb_ci_network,Email down,5.682729863862838,,0
INC105057,2025-02-14,1 - Critical,Closed,App Dev,user446,cmdb_ci_db_instance,Application error 500,4.281010172416372,2025-02-14 04:16:51.636620698,0
INC105058,2025-05-16,2 - High,In Progress,App Dev,user433,cmdb_ci_network,Laptop will not boot,13.376395134470096,2025-05-16 13:22:35.022484092,1
INC105059,2025-01-16,3 - Moderate,In Progress,IT Support,user167,cmdb_ci_network,VPN unstable,9.069617079587545,2025-01-16 09:04:10.621486515,0
INC105060,2025-07-14,1 - Critical,In Progress,App Dev,user306,cmdb_ci_app,Application error 500,6.510934329564558,2025-07-14 06:30:39.363586432,0
INC105061,2025-01-09,3 - Moderate,In Progress,App Dev,user529,cmdb_ci_network,Application error 500,10.303641569933273,2025-01-09 10:18:13.109651759,0
INC105062,2025-01-15,4 - Low,Resolved,App Dev,user565,cmdb_ci_server,Email down,5.668107114937222,,0
INC105063,2025-04-12,4 - Low,In Progress,Security,user378,cmdb_ci_network,Slow database performance,16.04421430165737,2025-04-12 16:02:39.171485966,0
INC105064,2025-08-14,1 - Critical,Resolved,Security,user183,cmdb_ci_server,User cannot access ServiceNow,6.0253674006693405,2025-08-14 06:01:31.322642409,0
INC105065,2025-10-05,1 - Critical,Resolved,App Dev,user206,cmdb_ci_server,Network latency issues,13.376744894704224,2025-10-05 13:22:36.281620935,1
INC105066,2025-04-23,2 - High,New,Network,user440,cmdb_ci_server,Network latency issues,7.683559896726315,2025-04-23 07:41:00.815628214,0
INC105067,2025-01-01,4 - Low,Resolved,App Dev,user193,cmdb_ci_server,User cannot access ServiceNow,9.50147611415759,2025-01-01 09:30:05.314010967,0
INC105068,2025-09-23,3 - Moderate,Closed,App Dev,user258,cmdb_ci_app,VPN unstable,22.465776069104223,2025-09-23 22:27:56.793848775,0
INC105069,2025-07-27,4 - Low,New,App Dev,user012,cmdb_ci_app,Email down,5.121550870979204,2025-07-27 05:07:17.583135525,0
INC105070,2025-04-20,4 - Low,Resolved,Network,user185,cmdb_ci_network,User cannot access ServiceNow,12.78496022631913,,0
INC105071,2025-07-19,4 - Low,Resolved,Network,user215,cmdb_ci_app,Password reset requested,19.187622076284715,2025-07-19 19:11:15.439474624,0
INC105072,2025-01-12,2 - High,Resolved,App Dev,user459,cmdb_ci_server,Password reset requested,12.470824787225215,2025-01-12 12:28:14.969234010,1
INC105073,2025-07-07,3 - Moderate,In Progress,HR Tech,user340,cmdb_ci_app,Slow database performance,16.651051658594145,2025-07-07 16:39:03.785970938,0
INC105074,2025-06-03,4 - Low,Closed,IT Support,user364,cmdb_ci_db_instance,VPN unstable,8.269184751296558,2025-06-03 08:16:09.065104667,0
INC105075,2025-10-06,2 - High,Resolved,Security,user321,cmdb_ci_db_instance,VPN unstable,12.0089103210223,2025-10-06 12:00:32.077155680,1
INC105076,2025-06-20,3 - Moderate,In Progress,IT Support,user240,cmdb_ci_app,Application error 500,14.326253263512283,2025-06-20 14:19:34.511748644,0
INC105077,2025-05-14,3 - Moderate,Resolved,Security,user015,cmdb_ci_db_instance,User cannot access ServiceNow,7.564672310415634,2025-05-14 07:33:52.820317496,0
INC105078,2025-01-25,3 - Moderate,Closed,IT Support,user166,cmdb_ci_network,Password reset requested,3.837116267479058,2025-01-25 03:50:13.618562924,0
INC105079,2025-01-18,4 - Low,Closed,Network,user354,cmdb_ci_db_instance,User cannot access ServiceNow,3.3056170722196727,2025-01-18 03:18:20.221459990,0
INC105080,2025-07-09,3 - Moderate,Closed,App Dev,user457,cmdb_ci_network,Laptop will not boot,20.857396459531778,2025-07-09 20:51:26.627254314,0
INC105081,2025-05-21,4 - Low,In Progress,Security,user321,cmdb_ci_app,Password reset requested,18.68873524364436,2025-05-21 18:41:19.446877119,0
INC105082,2025-02-12,3 - Moderate,In Progress,App Dev,user265,cmdb_ci_server,Password reset requested,4.362529821272668,,0
INC105083,2025-10-11,3 - Moderate,Resolved,App Dev,user170,cmdb_ci_app,VPN unstable,16.64597926031455,2025-10-11 16:38:45.525337132,0
INC105084,2025-05-26,4 - Low,New,Network,user511,cmdb_ci_network,Email down,10.372320087458322,2025-05-26 10:22:20.352314849,0
INC105085,2025-04-02,4 - Low,Resolved,Security,user450,cmdb_ci_db_instance,User cannot access ServiceNow,7.7528883162803295,2025-04-02 07:45:10.397938609,0
INC105086,2025-06-28,4 - Low,In Progress,HR Tech,user078,cmdb_ci_app,User cannot access ServiceNow,4.246642886301789,2025-06-28 04:14:47.914390686,0
INC105087,2025-02-25,4 - Low,On Hold,Network,user208,cmdb_ci_app,Password reset requested,6.963372023896773,2025-02-25 06:57:48.139286028,0
INC105088,2025-06-04,3 - Moderate,Resolved,App Dev,user031,cmdb_ci_app,Password reset requested,3.596773964571906,,0
INC105089,2025-06-09,2 - High,On Hold,Security,user194,cmdb_ci_network,User cannot access ServiceNow,6.120490484758532,2025-06-09 06:07:13.765745130,0
INC105090,2025-04-21,1 - Critical,In Progress,Network,user160,cmdb_ci_db_instance,Slow database performance,3.520983048116608,2025-04-21 03:31:15.538973219,0
INC105091,2025-05-17,2 - High,Closed,Network,user100,cmdb_ci_app,Application error 500,2.335246894692692,2025-05-17 02:20:06.888820893,0
INC105092,2025-08-20,3 - Moderate,Resolved,HR Tech,user504,cmdb_ci_server,Network latency issues,16.920762139000296,2025-08-20 16:55:14.743700401,0
INC105093,2025-08-08,2 - High,Resolved,IT Support,user203,cmdb_ci_network,Slow database performance,6.64653043371592,,0
INC105094,2025-03-09,2 - High,Resolved,Security,user008,cmdb_ci_network,Email down,9.736147830056328,2025-03-09 09:44:10.132188202,0
INC105095,2025-09-06,2 - High,In Progress,Security,user482,cmdb_ci_db_instance,Slow database performance,4.91740298850416,2025-09-06 04:55:02.650758614,0
INC105096,2025-01-06,3 - Moderate,In Progress,Security,user544,cmdb_ci_server,Laptop will not boot,6.415299941881298,2025-01-06 06:24:55.079790772,0
INC105097,2025-10-07,2 - High,In Progress,Security,user303,cmdb_ci_app,Network latency issues,3.427158135828461,2025-10-07 03:25:37.769288982,0
INC105098,2025-04-04,3 - Moderate,Closed,IT Support,user008,cmdb_ci_db_instance,Network latency issues,20.98034861208703,2025-04-04 20:58:49.255003513,0
INC105099,2025-09-26,3 - Moderate,In Progress,Network,user172,cmdb_ci_network,Network latency issues,0.9741703169041824,,0
INC105100,2025-07-16,3 - Moderate,Resolved,Network,user153,cmdb_ci_server,Slow database performance,13.740131728976118,2025-07-16 13:44:24.474224314,0
INC105101,2025-01-25,4 - Low,In Progress,IT Support,user282,cmdb_ci_app,Laptop will not boot,4.844187159901101,2025-01-25 04:50:39.073775643,0
INC105102,2025-05-28,2 - High,Closed,Network,user393,cmdb_ci_network,Password reset requested,3.414427995470695,2025-05-28 03:24:51.940783694,0
